"","index","study_id","id","author","year","group","group_id","group_desc","url","country","region","city","time_MAX","time_50","time_MIN","detailed_time","exp_dur","fu_dur","age_base","age_SD","days_ps","days_cat","yrs_ps","stroke_type","nihss_base","mmse_base","mMmse_base","fim_base","brunstrom_base","frenchay_base","fac_base","barthel_base","mBarthel_base","motricity_base","BBS_base","BBT_base","gcs_base","MAS_base","sis_base","rivermead_base","ashworth_base","mAshworth_base","rankin_base","bdi_base","cesd_base","OPS_base","terminal_dropout","outcome_name","outcome_extremity","ue_subscale","le_subscale","fma_outcome","speed_outcome","SCOAR_outcome","p_outcome_stated","itt_analysis","base_n","base_m","base_sd","difference_score","term_n","term_m","term_sd","diff_base","diff_term","fu_n","fu_m","fu_sd","est_corr","term_diff","term_s_diff","fu_diff","fu_s_diff","term_d","fu_d","j_corr_factor","term_g","fu_g","term_Vd","fu_Vd","term_Vg","fu_Vg","exp.c","DPS.c","rtDPS","rtDPS.c","time50.c","rtTIME","rtTIME.c","age.c","DUR.c","rtDUR","rtDUR.c"
"700",700,192,"werner1996","werner","1996","ctrl",438,"no outpatient therapy","http://www.ncbi.nlm.nih.gov/pubmed/8630191","usa","MI","ann arbor",0,0,0,1,84,270,66,NA,1204.5,">1year",3.3,0,NA,"","","70","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",13,"",NA,0,"fim","","","","","","lohse",0,0,16,70,19,1,16,71.5,NA,0,1,16,70.5,NA,0.5,1.5,19,0.5,19,0.078947368,0.026315789,0.949152542,0.074933095,0.024977698,0.062694771,0.062521641,0.056481127,0.056325156,-0.5,591.046204620462,34.7059072781566,14.3604955232574,-29.8059405940594,0,-4.76436792735571,5.01045544554456,41.9444224422442,9.16515138991168,3.04796945091941
"701",701,193,"werner2002","werner","2002","exp",439,"robotic gait trainer therapy","http://www.ncbi.nlm.nih.gov/pubmed/12468788","germany","","berlin",3.33,3.33,3.33,3,14,NA,60.3,8.6,48.51,"<90days",0.13290411,1,NA,"","","","",NA,"1.1","",NA,"",NA,NA,NA,"","",2,"1","","",NA,"",NA,NA,"fac","le","","","","","lohse",1,0,15,1.1,0.6,0,15,2.1,0.9,NA,NA,NA,NA,NA,0.5,1,0.764852927,NA,0.6,1.307440901,NA,0.945454545,1.236125943,NA,0.123646724,NA,0.110525865,NA,0.5,-564.943795379538,6.96491205974634,-13.3804996951529,-26.4759405940594,1.82482875908947,-2.93953916826624,-0.689544554455445,-28.0555775577558,3.74165738677394,-2.37552455221833
"702",702,193,"werner2002","werner","2002","exp",440,"treadmill therapy","http://www.ncbi.nlm.nih.gov/pubmed/12468788","germany","","berlin",3.33,3.33,3.33,3,14,NA,59.7,10.2,51.52,"<90days",0.141150685,1,NA,"","","","",NA,"1.2","",NA,"",NA,NA,NA,"","",2,"1","","",NA,"",NA,NA,"fac","le","","","","","lohse",1,0,15,1.2,0.59,0,14,1.6,0.74,NA,NA,NA,NA,NA,0.5,0.4,0.666449965,NA,0.59,0.600195095,NA,0.945454545,0.567457181,NA,0.078674472,NA,0.070325875,NA,0.5,-561.933795379538,7.17774337797054,-13.1676683769286,-26.4759405940594,1.82482875908947,-2.93953916826624,-1.28954455445544,-28.0555775577558,3.74165738677394,-2.37552455221833
"705",705,194,"westlake2009","westlake","2009","ctrl",441,"manually assisted BWSTT","http://www.ncbi.nlm.nih.gov/pubmed/19523207","usa","CA","san francisco",6,6,6,3,28,NA,55.1,13.6,1104,">1year",3.024657534,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"gait speed 4.3m SSV","le","","speed","","speed","lohse",1,0,8,0.62,0.28,0,8,0.65,0.29,NA,NA,NA,NA,NA,0.5,0.03,0.285043856,NA,0.28,0.105246962,NA,0.888888889,0.093552855,NA,0.125692308,NA,0.099312441,NA,-0.5,490.546204620462,33.2264954516723,12.8810836967731,-23.8059405940594,2.44948974278318,-2.31487818457253,-5.88954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"706",706,194,"westlake2009","westlake","2009","exp",442,"gait training with lokomat","http://www.ncbi.nlm.nih.gov/pubmed/19523207","usa","CA","san francisco",6,6,6,3,28,NA,58.6,16.9,1314,">1year",3.6,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"gait speed 4.3m SSV","le","","speed","","speed","lohse",1,0,8,0.62,0.31,0,8,0.72,0.38,NA,NA,NA,NA,NA,0.5,0.1,0.346770818,NA,0.31,0.2883749,NA,0.888888889,0.256333245,NA,0.130197505,NA,0.102872103,NA,0.5,700.546204620462,36.2491379207837,15.9037261658845,-23.8059405940594,2.44948974278318,-2.31487818457253,-2.38954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"713",713,195,"whitall2011","whitall","2011","ctrl",443,"dose-matched therapeutic exercise","http://www.ncbi.nlm.nih.gov/pubmed/20930212","usa","MD","baltimore",18,18,18,1,42,162,57.7,9.9,1496.5,">1year",4.1,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","55.9",NA,"","","",NA,"",NA,6,"fma-ue","ue","fma","","fma","","lohse",1,1,56,31,14.85,1,50,32.9,NA,0,1,39,31.9,NA,0.5,1.9,14.85,0.9,14.85,0.127946128,0.060606061,0.98630137,0.126193441,0.059775841,0.018003305,0.017889938,0.017513443,0.01740316,-0.5,883.046204620462,38.6846222677694,18.3392105128702,-11.8059405940594,4.24264068711928,-0.521727240236423,-3.28954455445544,-0.0555775577557753,6.48074069840786,0.363558759415592
"714",714,195,"whitall2011","whitall","2011","exp",444,"bilateral arm training with auditory cuing","http://www.ncbi.nlm.nih.gov/pubmed/20930212","usa","MD","baltimore",18,18,18,1,42,162,59.8,12.5,1642.5,">1year",4.5,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","54.6",NA,"","","",NA,"",NA,13,"fma-ue","ue","fma","","fma","","lohse",1,1,55,32.3,14.26,1,42,33.4,NA,0,1,39,32.3,NA,0.5,1.1,14.26,0,14.26,0.07713885,0,0.986046512,0.076062494,0,0.018235913,0.018181818,0.017730554,0.017677959,0.5,1029.04620462046,40.5277682583189,20.1823565034197,-11.8059405940594,4.24264068711928,-0.521727240236423,-1.18954455445544,-0.0555775577557753,6.48074069840786,0.363558759415592
"720",720,198,"wittenberg2003","wittenberg","2003","exp",450,"modified CIMT","http://www.ncbi.nlm.nih.gov/pubmed/12645445","usa","MD","bethesda",216,136,56,1,10,NA,65,NA,1020,">1year",2.794520548,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"wmft","ue","wmft","","","","lohse",0,0,9,6.7,2,1,9,7.55,NA,NA,NA,NA,NA,NA,0.5,0.85,2,NA,2,0.425,NA,0.903225806,0.383870968,NA,0.121145833,NA,0.098832813,NA,0.5,406.546204620462,31.9374388453426,11.5920270904434,106.194059405941,11.6619037896906,6.89753586233489,4.01045544554456,-32.0555775577558,3.16227766016838,-2.95490427882389
"721",721,198,"wittenberg2003","wittenberg","2003","ctrl",451,"placebo like intervention with no expected effects (focused on the unaffected arm)","http://www.ncbi.nlm.nih.gov/pubmed/12645445","usa","MD","bethesda",0,0,0,1,10,NA,63,NA,840,">1year",2.301369863,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"wmft","ue","wmft","","","","lohse",0,0,7,5.5,2.6,1,7,5.85,NA,NA,NA,NA,NA,NA,0.5,0.35,2.6,NA,2.6,0.134615385,NA,0.869565217,0.117056856,NA,0.144151522,NA,0.10899926,NA,-0.5,226.546204620462,28.9827534923789,8.63734173747968,-29.8059405940594,0,-4.76436792735571,2.01045544554456,-32.0555775577558,3.16227766016838,-2.95490427882389
"722",722,199,"wolf2006; 2010","wolf","2006; 2010","exp",452,"cimt","http://www.ncbi.nlm.nih.gov/pubmed/17077374","usa","GA","atlanta",261.6,160.8,60,1,14,365,61,NA,179.8,"<1year",0.49260274,1,NA,"28","","","",NA,"","",NA,"",NA,NA,NA,"","52.5",NA,"","0.88","",NA,"",NA,7,"wmft-time","ue","wmft","","","","lohse",1,1,105,2.96,1.37,0,98,2.38,1.37,NA,NA,80,2.23,1.37,0.5,-0.58,1.37,-0.73,1.37,0.423357664,0.532846715,0.992771084,0.420297247,0.528994811,0.010377294,0.010875836,0.010227803,0.010719164,0.5,-433.653795379538,13.4089522334894,-6.93645952140981,130.994059405941,12.6806939873179,7.91632605996218,0.010455445544558,-28.0555775577558,3.74165738677394,-2.37552455221833
"723",723,199,"wolf2006; 2010","wolf","2006; 2010","ctrl",453,"standard care","http://www.ncbi.nlm.nih.gov/pubmed/17077374","usa","GA","atlanta",0,0,0,1,14,365,63.3,NA,187.7,"<1year",0.514246575,1,NA,"27.5","","","",NA,"","",NA,"",NA,NA,NA,"","52.2",NA,"","0.92","",NA,"",NA,11,"wmft-time","ue","wmft","","","","lohse",1,1,115,3.18,1.37,0,104,3.1,1.37,NA,NA,86,2.87,1.37,0.5,-0.08,1.37,-0.31,1.37,0.058394161,0.226277372,0.993406593,0.058009144,0.224785434,0.008710478,0.008918267,0.008595993,0.008801051,-0.5,-425.753795379538,13.7003649586425,-6.64504679625667,-29.8059405940594,0,-4.76436792735571,2.31045544554456,-28.0555775577558,3.74165738677394,-2.37552455221833
"724",724,200,"wu2007","wu","2007","ctrl",454,"conventional therapy","http://www.ncbi.nlm.nih.gov/pubmed/17678656","taiwan","","taipei",52.5,52.5,52.5,1,21,NA,56.77,NA,359.4,"<1year",0.984657534,0,NA,"","84.43","","4.5",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-ue","ue","fma","","fma","","lohse",0,0,23,41.74,13.47,0,23,44.78,13.08,NA,NA,NA,NA,NA,0.5,3.04,13.27643213,NA,13.47,0.228977181,NA,0.965517241,0.221081416,NA,0.044618055,NA,0.041594002,NA,-0.5,-254.053795379538,18.9578479791352,-1.38756377576401,22.6940594059406,7.24568837309472,2.48132044573901,-4.21954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"725",725,200,"wu2007","wu","2007","exp",455,"CIMT","http://www.ncbi.nlm.nih.gov/pubmed/17678656","taiwan","","taipei",178.5,115.5,52.5,1,21,NA,53.93,NA,375.3,">1year",1.028219178,0,NA,"","84.42","","4.5",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-ue","ue","fma","","fma","","lohse",0,0,24,39.5,13.45,0,24,46.75,11.58,NA,NA,NA,NA,NA,0.5,7.25,12.54987849,NA,13.45,0.577694837,NA,0.967032967,0.558649952,NA,0.048619403,NA,0.045466568,NA,0.5,-238.153795379538,19.3726611491555,-0.972750605743663,85.6940594059406,10.7470926301023,5.98272470274663,-7.05954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"726",726,201,"wuB2007","wuB","2007","ctrl",456,"traditional rehabilitation","http://www.ncbi.nlm.nih.gov/pubmed/17321816","taiwan","","taipei",30,30,30,1,21,NA,71.94,NA,249.6,"<1year",0.683835616,0,NA,"","83.06","","4.5",NA,"","",NA,"",NA,NA,NA,"","",NA,"","0.32","",NA,"",NA,0,"fma-ue","ue","fma","","fma","","lohse",1,0,13,47.08,10.94,0,13,49.38,10.18,NA,NA,NA,NA,NA,0.5,2.3,10.56683491,NA,10.94,0.21766215,NA,0.936170213,0.203768821,NA,0.078745262,NA,0.069013503,NA,-0.5,-363.853795379538,15.7987341265052,-4.54667762839399,0.194059405940592,5.47722557505166,0.712857647695953,10.9504554455446,-21.0555775577558,4.58257569495584,-1.53460624403643
"727",727,201,"wuB2007","wuB","2007","ctrl",457,"modified CIMT","http://www.ncbi.nlm.nih.gov/pubmed/17321816","taiwan","","taipei",120,75,30,1,21,NA,71.44,NA,201,"<1year",0.550684932,0,NA,"","82.92","","4.5",NA,"","",NA,"",NA,NA,NA,"","",NA,"","0.26","",NA,"",NA,0,"fma-ue","ue","fma","","fma","","lohse",1,0,13,41.85,11.33,0,13,49.54,12.84,NA,NA,NA,NA,NA,0.5,7.69,12.10856102,NA,11.33,0.635087851,NA,0.936170213,0.594550329,NA,0.092436022,NA,0.081012286,NA,-0.5,-412.453795379538,14.1774468787578,-6.16796487614137,45.1940594059406,8.66025403784439,3.89588611048868,10.4504554455446,-21.0555775577558,4.58257569495584,-1.53460624403643
"728",728,202,"wu2010","wu","2010","ctrl",458,"routine physical therapy","http://www.ncbi.nlm.nih.gov/pubmed/20947493","taiwan","","taipei",30,30,30,1,21,NA,55.19,NA,533.1,">1year",1.460547945,0,NA,"27.36","","","[3,5]",NA,"","",NA,"",NA,NA,NA,"","",NA,"",">2","",NA,"",NA,0,"wmft-time","ue","wmft","","","","lohse",1,0,22,7.18,6.95,0,21,5.83,4.65,NA,NA,NA,NA,NA,0.5,-1.35,5.940359068,NA,6.95,0.22725899,NA,0.963855422,0.219044809,NA,0.046628333,NA,0.043318527,NA,-0.5,-80.3537953795379,23.0889584000665,2.74354664516728,0.194059405940592,5.47722557505166,0.712857647695953,-5.79954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"729",729,202,"wu2010","wu","2010","exp",459,"bilateral arm training","http://www.ncbi.nlm.nih.gov/pubmed/20947493","taiwan","","taipei",30,30,30,1,21,NA,52.22,NA,477.6,">1year",1.308493151,0,NA,"28.05","","","[4,6]",NA,"","",NA,"",NA,NA,NA,"","",NA,"",">2","",NA,"",NA,0,"wmft-time","ue","wmft","","","","lohse",1,0,22,7.57,8.79,0,22,4.25,5.03,NA,NA,NA,NA,NA,0.5,-3.32,7.16118007,NA,8.79,0.463610741,NA,0.963855422,0.446853726,NA,0.05033943,NA,0.0467662,NA,0.5,-135.853795379538,21.8540614074364,1.50864965253718,0.194059405940592,5.47722557505166,0.712857647695953,-8.76954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"730",730,202,"wu2010","wu","2010","exp",460,"distributed CIMT","http://www.ncbi.nlm.nih.gov/pubmed/20947493","taiwan","","taipei",156,93,30,1,21,NA,51.91,NA,447.3,">1year",1.225479452,0,NA,"27.82","","","[4,6]",NA,"","",NA,"",NA,NA,NA,"","",NA,"",">2","",NA,"",NA,0,"wmft-time","ue","wmft","","","","lohse",1,0,22,8.77,7.67,0,21,4.02,2.49,NA,NA,NA,NA,NA,0.5,-4.75,5.758152016,NA,7.67,0.824917437,NA,0.963855422,0.795101144,NA,0.060920199,NA,0.056595918,NA,0.5,-166.153795379538,21.1494680784175,0.804056323518289,63.1940594059406,9.64365076099295,4.87928283363725,-9.07954455445545,-21.0555775577558,4.58257569495584,-1.53460624403643
"731",731,203,"wu2012","wu","2012","ctrl",461,"usual and customary care","http://www.ncbi.nlm.nih.gov/pubmed/22228607","taiwan","","taipei",30,30,30,1,21,NA,58.6,NA,531,">1year",1.454794521,0,NA,"26.1","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"arat","ue","arat","","","","lohse",0,0,18,30.1,19.8,0,18,33.9,20.3,NA,NA,NA,NA,NA,0.5,3.8,20.05155854,NA,19.8,0.189511453,NA,0.955223881,0.181025866,NA,0.056553183,NA,0.051602102,NA,-0.5,-82.453795379538,23.0434372436058,2.69802548870663,0.194059405940592,5.47722557505166,0.712857647695953,-2.38954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"732",732,203,"wu2012","wu","2012","exp",462,"distributed CIMT","http://www.ncbi.nlm.nih.gov/pubmed/22228607","taiwan","","taipei",156,93,30,1,21,NA,56.3,NA,411,">1year",1.126027397,0,NA,"27.1","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"arat","ue","arat","","","","lohse",0,0,19,35.8,16.5,0,19,42.8,12.8,NA,NA,NA,NA,NA,0.5,7,14.76634687,NA,16.5,0.474050898,NA,0.957746479,0.454020579,NA,0.058545375,NA,0.053702403,NA,0.5,-202.453795379538,20.2731349327133,-0.0722768221858985,63.1940594059406,9.64365076099295,4.87928283363725,-4.68954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"733",733,203,"wu2012","wu","2012","exp",463,"distributed CIMT with trunk restraint","http://www.ncbi.nlm.nih.gov/pubmed/22228607","taiwan","","taipei",156,93,30,1,21,NA,54,NA,471,">1year",1.290410959,0,NA,"27.2","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"arat","ue","arat","","","","lohse",0,0,20,35.9,16.7,0,20,43.4,13.9,NA,NA,NA,NA,NA,0.5,7.5,15.36391877,NA,16.7,0.488156707,NA,0.96,0.468630439,NA,0.055957424,NA,0.051570362,NA,0.5,-142.453795379538,21.7025344142107,1.35712265931151,63.1940594059406,9.64365076099295,4.87928283363725,-6.98954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"734",734,204,"yang2005","yang","2005","ctrl",464,"conventional therapy","http://www.ncbi.nlm.nih.gov/pubmed/15859527","taiwan","","taipei",6,6,6,1,21,NA,63.42,NA,219.9,"<1year",0.602465753,0,NA,"","","","3.583333333",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"gait speed 9m SSV","le","","speed","","speed","lohse",0,0,12,25.97,14.86,0,12,29.62,16.35,NA,NA,NA,NA,NA,0.5,3.65,15.62277344,NA,14.86,0.233633293,NA,0.930232558,0.217333296,NA,0.085607688,NA,0.074079124,NA,-0.5,-393.553795379538,14.8290255917238,-5.51638616317537,-23.8059405940594,2.44948974278318,-2.31487818457253,2.43045544554456,-21.0555775577558,4.58257569495584,-1.53460624403643
"735",735,204,"yang2005","yang","2005","exp",465,"CPT + additional backward walking","http://www.ncbi.nlm.nih.gov/pubmed/15859527","taiwan","","taipei",10.5,10.5,10.5,1,21,NA,63.38,NA,163.5,"<1year",0.447945205,0,NA,"","","","3.615384615",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"gait speed 9m SSV","le","","speed","","speed","lohse",0,0,13,24.83,6.69,0,13,33.42,5.2,NA,NA,NA,NA,NA,0.5,8.59,5.991498143,NA,6.69,1.433698183,NA,0.936170213,1.342185533,NA,0.155980403,NA,0.136703513,NA,0.5,-449.953795379538,12.7867118525444,-7.55869990235477,-19.3059405940594,3.24037034920393,-1.52399757815178,2.39045544554456,-21.0555775577558,4.58257569495584,-1.53460624403643
"736",736,205,"yang2006","yang","2006","ctrl",466,"usual care/no rehabilitation (chronic stage)","http://www.ncbi.nlm.nih.gov/pubmed/17008338","taiwan","","taipei",0,0,0,1,28,NA,60,10.4,1920,">1year",5.260273973,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"gait speed 3.7m SSV","le","","speed","","","lohse",0,0,24,77.9,14.3,0,24,77.7,15.4,NA,NA,NA,NA,NA,0.5,-0.2,14.86018169,NA,14.3,-0.013458786,NA,0.967032967,-0.013015089,NA,0.04167044,NA,0.038968227,NA,-0.5,1306.54620462046,43.8178046004133,23.4723928455141,-29.8059405940594,0,-4.76436792735571,-0.989544554455442,-14.0555775577558,5.29150262212918,-0.825679316863087
"737",737,205,"yang2006","yang","2006","exp",467,"task oriented progessive resistance training","http://www.ncbi.nlm.nih.gov/pubmed/17008338","taiwan","","taipei",6,6,6,1,28,NA,56.8,10.2,1881,">1year",5.153424658,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"gait speed 3.7m SSV","le","","speed","","","lohse",0,0,24,84,12.7,0,24,92.5,13.5,NA,NA,NA,NA,NA,0.5,8.5,13.10610545,NA,12.7,0.648552694,NA,0.967032967,0.627171836,NA,0.050429596,NA,0.047159376,NA,0.5,1267.54620462046,43.3704968844029,23.0250851295037,-23.8059405940594,2.44948974278318,-2.31487818457253,-4.18954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"742",742,206,"yang2008","yang","2008","ctrl",468,"treadmill training","http://www.ncbi.nlm.nih.gov/pubmed/18358724","taiwan","","taipei",3,3,3,1,21,51,60.89,9.25,2226.5,">1year",6.1,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"gait speed 12m MAX","le","","speed","","speed","lohse",0,0,12,0.71,0.57,0,9,0.73,0.63,NA,NA,9,0.77,0.71,0.5,0.02,0.595999823,0.06,0.63273425,0.033557057,0.09482654,0.930232558,0.031215867,0.088210735,0.083380253,0.083708003,0.072151652,0.072435265,-0.5,1613.04620462046,47.1858029496161,26.8403911947169,-26.8059405940594,1.73205080756888,-3.03231711978683,-0.0995445544554414,-21.0555775577558,4.58257569495584,-1.53460624403643
"743",743,206,"yang2008","yang","2008","exp",469,"virtual reality treadmill training","http://www.ncbi.nlm.nih.gov/pubmed/18358724","taiwan","","taipei",3,3,3,1,21,51,55.45,12.15,2164.45,">1year",5.93,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"gait speed 12m MAX","le","","speed","","speed","lohse",0,0,12,0.69,0.3,0,11,0.85,0.31,NA,NA,11,0.86,0.33,0.5,0.16,0.304802825,0.17,0.314642654,0.524929519,0.540295467,0.930232558,0.488306529,0.502600435,0.094814625,0.095496633,0.082046187,0.082636351,0.5,1550.99620462046,46.523649899809,26.1782381449098,-26.8059405940594,1.73205080756888,-3.03231711978683,-5.53954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"744",744,207,"yang2010","yang","2010","ctrl",470,"early intervention general exercise","http://www.ncbi.nlm.nih.gov/pubmed/20382280","taiwan","","taipei",10,10,10,1,28,NA,56.8,7.6,109.5,"<1year",0.3,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-le","le","","","","","lohse",0,0,4,28,3.4,0,4,28.5,2.4,NA,NA,4,NA,NA,0.5,0.5,2.942787794,NA,3.4,0.169906917,NA,0.727272727,0.123568667,NA,0.253608545,NA,0.134140057,NA,-0.5,-503.953795379538,10.4642247682282,-9.88118698667102,-19.8059405940594,3.16227766016838,-1.60209026718733,-4.18954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"745",745,207,"yang2010","yang","2010","ctrl",471,"late intervention general exercise","http://www.ncbi.nlm.nih.gov/pubmed/20382280","taiwan","","taipei",10,10,10,1,28,NA,57.5,7.4,766.5,">1year",2.1,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-le","le","","","","","lohse",0,0,4,25.8,2.8,0,4,25.5,3.4,NA,NA,4,NA,NA,0.5,-0.3,3.1144823,NA,2.8,-0.096324195,NA,0.727272727,-0.07005396,NA,0.251159794,NA,0.13284485,NA,-0.5,153.046204620462,27.6857363998143,7.34032464491506,-19.8059405940594,3.16227766016838,-1.60209026718733,-3.48954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"746",746,207,"yang2010","yang","2010","exp",472,"early intervention BWSTT","http://www.ncbi.nlm.nih.gov/pubmed/20382280","taiwan","","taipei",10,10,10,1,28,NA,61.8,2.91,109.5,"<1year",0.3,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-le","le","","","","","lohse",0,0,5,23.6,6.9,0,5,26.8,6.7,NA,NA,5,NA,NA,0.5,3.2,6.800735254,NA,6.9,0.470537358,NA,0.8,0.376429887,NA,0.222140541,NA,0.142169946,NA,0.5,-503.953795379538,10.4642247682282,-9.88118698667102,-19.8059405940594,3.16227766016838,-1.60209026718733,0.810455445544555,-14.0555775577558,5.29150262212918,-0.825679316863087
"747",747,207,"yang2010","yang","2010","exp",473,"late intervention BWSTT","http://www.ncbi.nlm.nih.gov/pubmed/20382280","taiwan","","taipei",10,10,10,1,28,NA,48.1,13.64,1058.5,">1year",2.9,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-le","le","","","","","lohse",0,0,5,23.6,2.5,0,5,28.4,3.6,NA,NA,5,NA,NA,0.5,4.8,3.099193443,NA,2.5,1.54879006,NA,0.8,1.239032048,NA,0.439875065,NA,0.281520042,NA,0.5,445.046204620462,32.5345969699949,12.1891852150957,-19.8059405940594,3.16227766016838,-1.60209026718733,-12.8895445544554,-14.0555775577558,5.29150262212918,-0.825679316863087
"748",748,208,"yang2014","yang","2014","ctrl",474,"conventional rehabilitation up to the cross-over point","http://www.ncbi.nlm.nih.gov/pubmed/24388057","taiwan","","kaohsiung",20,20,20,1,28,NA,54.5,NA,333,"<1year",0.912328767,1,NA,"","","","4.2",NA,"","16.5",NA,"",NA,NA,NA,"","",NA,"","1.2","",NA,"",NA,0,"fma-le","le","","","","","lohse",0,0,15,20.5,10.2,0,15,20.7,10,NA,NA,15,NA,NA,0.5,0.2,10.10049504,NA,10.2,0.01980101,NA,0.945454545,0.018720955,NA,0.066679736,NA,0.059603969,NA,-0.5,-280.453795379538,18.2482875908947,-2.09712416400453,-9.80594059405941,4.47213595499958,-0.292231972356128,-6.48954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"749",749,208,"yang2014","yang","2014","exp",475,"conventional rehab + cycling training up to cross-over","http://www.ncbi.nlm.nih.gov/pubmed/24388057","taiwan","","kaohsiung",30,30,30,1,28,NA,53.9,NA,333,"<1year",0.912328767,1,NA,"","","","4.4",NA,"","17.4",NA,"",NA,NA,NA,"","",NA,"","1.1","",NA,"",NA,1,"fma-le","le","","","","","lohse",0,0,16,24.1,7.2,0,15,28.3,5.7,NA,NA,15,NA,NA,0.5,4.2,6.519096616,NA,7.2,0.644261045,NA,0.949152542,0.611502009,NA,0.075471009,NA,0.067991119,NA,0.5,-280.453795379538,18.2482875908947,-2.09712416400453,0.194059405940592,5.47722557505166,0.712857647695953,-7.08954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
